series,transfer,reading,od,Condition,Microtiter_plate_well,background,datetime
exp2,8,1,0.132,Methoxybenzoate 4 mM + Kan,D4,0.0409722222222222,2026-04-17 13:39:43.323015
exp2,8,1,0.141,Methoxybenzoate 4 mM + Kan,D5,0.0409722222222222,2026-04-17 13:39:43.323015
exp2,8,1,0.125,Methoxybenzoate 4 mM + Kan,D9,0.0409722222222222,2026-04-17 13:39:43.323015
exp2,8,1,0.148,Methoxybenzoate 4 mM + Kan,D10,0.0409722222222222,2026-04-17 13:39:43.323015
exp2,8,1,0.123,Methoxybenzoate 4 mM + Kan,E4,0.0409722222222222,2026-04-17 13:39:43.323015
exp2,8,1,0.142,Methoxybenzoate 4 mM + Kan,E9,0.0409722222222222,2026-04-17 13:39:43.323015
exp2,8,1,0.142,Methoxybenzoate 4 mM + Kan,F4,0.0409722222222222,2026-04-17 13:39:43.323015
exp2,8,2,0.182,Methoxybenzoate 4 mM + Kan,B4,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.17,Methoxybenzoate 4 mM + Kan,B5,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.191,Methoxybenzoate 4 mM + Kan,C4,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.166,Methoxybenzoate 4 mM + Kan,C9,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.174,Methoxybenzoate 4 mM + Kan,D4,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.212,Methoxybenzoate 4 mM + Kan,D5,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.158,Methoxybenzoate 4 mM + Kan,D9,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.212,Methoxybenzoate 4 mM + Kan,D10,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.158,Methoxybenzoate 4 mM + Kan,E4,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.204,Methoxybenzoate 4 mM + Kan,E9,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,2,0.187,Methoxybenzoate 4 mM + Kan,F4,0.0400277777777777,2026-04-17 15:49:03.358912
exp2,8,3,0.219,Methoxybenzoate 4 mM + Kan,B4,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.196,Methoxybenzoate 4 mM + Kan,B5,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.211,Methoxybenzoate 4 mM + Kan,C4,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.175,Methoxybenzoate 4 mM + Kan,C9,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.191,Methoxybenzoate 4 mM + Kan,D4,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.254,Methoxybenzoate 4 mM + Kan,D5,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.173,Methoxybenzoate 4 mM + Kan,D9,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.251,Methoxybenzoate 4 mM + Kan,D10,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.177,Methoxybenzoate 4 mM + Kan,E4,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.248,Methoxybenzoate 4 mM + Kan,E9,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,3,0.214,Methoxybenzoate 4 mM + Kan,F4,0.0387222222222222,2026-04-17 17:58:36.651990
exp2,8,4,0.26,Methoxybenzoate 4 mM + Kan,B4,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.229,Methoxybenzoate 4 mM + Kan,B5,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.232,Methoxybenzoate 4 mM + Kan,C4,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.184,Methoxybenzoate 4 mM + Kan,C9,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.21,Methoxybenzoate 4 mM + Kan,D4,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.298,Methoxybenzoate 4 mM + Kan,D5,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.187,Methoxybenzoate 4 mM + Kan,D9,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.309,Methoxybenzoate 4 mM + Kan,D10,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.192,Methoxybenzoate 4 mM + Kan,E4,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.305,Methoxybenzoate 4 mM + Kan,E9,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,4,0.257,Methoxybenzoate 4 mM + Kan,F4,0.0409166666666666,2026-04-17 20:07:57.412544
exp2,8,5,0.309,Methoxybenzoate 4 mM + Kan,B4,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.27,Methoxybenzoate 4 mM + Kan,B5,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.254,Methoxybenzoate 4 mM + Kan,C4,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.192,Methoxybenzoate 4 mM + Kan,C9,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.224,Methoxybenzoate 4 mM + Kan,D4,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.345,Methoxybenzoate 4 mM + Kan,D5,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.199,Methoxybenzoate 4 mM + Kan,D9,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.368,Methoxybenzoate 4 mM + Kan,D10,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.219,Methoxybenzoate 4 mM + Kan,E4,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.37,Methoxybenzoate 4 mM + Kan,E9,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,5,0.308,Methoxybenzoate 4 mM + Kan,F4,0.0392222222222222,2026-04-17 22:17:16.415001
exp2,8,6,0.363,Methoxybenzoate 4 mM + Kan,B4,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.326,Methoxybenzoate 4 mM + Kan,B5,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.282,Methoxybenzoate 4 mM + Kan,C4,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.199,Methoxybenzoate 4 mM + Kan,C9,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.24,Methoxybenzoate 4 mM + Kan,D4,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.395,Methoxybenzoate 4 mM + Kan,D5,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.208,Methoxybenzoate 4 mM + Kan,D9,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.415,Methoxybenzoate 4 mM + Kan,D10,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.257,Methoxybenzoate 4 mM + Kan,E4,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.395,Methoxybenzoate 4 mM + Kan,E9,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,6,0.365,Methoxybenzoate 4 mM + Kan,F4,0.0391944444444444,2026-04-18 00:26:34.958799
exp2,8,7,0.414,Methoxybenzoate 4 mM + Kan,B4,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.382,Methoxybenzoate 4 mM + Kan,B5,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.331,Methoxybenzoate 4 mM + Kan,C4,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.207,Methoxybenzoate 4 mM + Kan,C9,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.265,Methoxybenzoate 4 mM + Kan,D4,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.413,Methoxybenzoate 4 mM + Kan,D5,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.225,Methoxybenzoate 4 mM + Kan,D9,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.417,Methoxybenzoate 4 mM + Kan,D10,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.308,Methoxybenzoate 4 mM + Kan,E4,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.4,Methoxybenzoate 4 mM + Kan,E9,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,7,0.423,Methoxybenzoate 4 mM + Kan,F4,0.0396944444444444,2026-04-18 02:36:03.156839
exp2,8,8,0.414,Methoxybenzoate 4 mM + Kan,B4,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.422,Methoxybenzoate 4 mM + Kan,B5,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.387,Methoxybenzoate 4 mM + Kan,C4,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.215,Methoxybenzoate 4 mM + Kan,C9,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.297,Methoxybenzoate 4 mM + Kan,D4,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.417,Methoxybenzoate 4 mM + Kan,D5,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.241,Methoxybenzoate 4 mM + Kan,D9,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.42,Methoxybenzoate 4 mM + Kan,D10,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.367,Methoxybenzoate 4 mM + Kan,E4,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.399,Methoxybenzoate 4 mM + Kan,E9,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,8,0.439,Methoxybenzoate 4 mM + Kan,F4,0.0414166666666666,2026-04-18 04:45:30.574260
exp2,8,9,0.419,Methoxybenzoate 4 mM + Kan,B4,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.427,Methoxybenzoate 4 mM + Kan,B5,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.418,Methoxybenzoate 4 mM + Kan,C4,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.227,Methoxybenzoate 4 mM + Kan,C9,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.345,Methoxybenzoate 4 mM + Kan,D4,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.415,Methoxybenzoate 4 mM + Kan,D5,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.26,Methoxybenzoate 4 mM + Kan,D9,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.42,Methoxybenzoate 4 mM + Kan,D10,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.417,Methoxybenzoate 4 mM + Kan,E4,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.398,Methoxybenzoate 4 mM + Kan,E9,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,9,0.439,Methoxybenzoate 4 mM + Kan,F4,0.0401666666666666,2026-04-18 06:59:25.989687
exp2,8,10,0.422,Methoxybenzoate 4 mM + Kan,B4,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.429,Methoxybenzoate 4 mM + Kan,B5,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.422,Methoxybenzoate 4 mM + Kan,C4,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.245,Methoxybenzoate 4 mM + Kan,C9,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.407,Methoxybenzoate 4 mM + Kan,D4,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.418,Methoxybenzoate 4 mM + Kan,D5,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.294,Methoxybenzoate 4 mM + Kan,D9,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.42,Methoxybenzoate 4 mM + Kan,D10,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.424,Methoxybenzoate 4 mM + Kan,E4,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.399,Methoxybenzoate 4 mM + Kan,E9,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,10,0.441,Methoxybenzoate 4 mM + Kan,F4,0.0396944444444444,2026-04-18 09:08:52.331914
exp2,8,11,0.425,Methoxybenzoate 4 mM + Kan,B4,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.432,Methoxybenzoate 4 mM + Kan,B5,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.428,Methoxybenzoate 4 mM + Kan,C4,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.268,Methoxybenzoate 4 mM + Kan,C9,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.438,Methoxybenzoate 4 mM + Kan,D4,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.419,Methoxybenzoate 4 mM + Kan,D5,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.338,Methoxybenzoate 4 mM + Kan,D9,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.421,Methoxybenzoate 4 mM + Kan,D10,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.432,Methoxybenzoate 4 mM + Kan,E4,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.398,Methoxybenzoate 4 mM + Kan,E9,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,11,0.444,Methoxybenzoate 4 mM + Kan,F4,0.0393055555555555,2026-04-18 11:18:19.786395
exp2,8,12,0.417,Methoxybenzoate 4 mM + Kan,B4,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.432,Methoxybenzoate 4 mM + Kan,B5,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.423,Methoxybenzoate 4 mM + Kan,C4,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.298,Methoxybenzoate 4 mM + Kan,C9,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.437,Methoxybenzoate 4 mM + Kan,D4,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.419,Methoxybenzoate 4 mM + Kan,D5,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.386,Methoxybenzoate 4 mM + Kan,D9,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.415,Methoxybenzoate 4 mM + Kan,D10,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.435,Methoxybenzoate 4 mM + Kan,E4,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.395,Methoxybenzoate 4 mM + Kan,E9,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,8,12,0.444,Methoxybenzoate 4 mM + Kan,F4,0.0398888888888888,2026-04-18 13:27:42.950330
exp2,9,contam,0.037,Methoxybenzoate 4 mM + Kan,B4,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.037,Methoxybenzoate 4 mM + Kan,B5,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.036,Methoxybenzoate 4 mM + Kan,C4,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.036,Methoxybenzoate 4 mM + Kan,C9,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.034,Methoxybenzoate 4 mM + Kan,D4,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.035,Methoxybenzoate 4 mM + Kan,D5,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.037,Methoxybenzoate 4 mM + Kan,D9,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.035,Methoxybenzoate 4 mM + Kan,D10,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.035,Methoxybenzoate 4 mM + Kan,E4,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.035,Methoxybenzoate 4 mM + Kan,E9,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,contam,0.036,Methoxybenzoate 4 mM + Kan,F4,0.0378611111111111,2026-04-18 13:34:55.067333
exp2,9,0,0.082,Methoxybenzoate 4 mM + Kan,B4,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.082,Methoxybenzoate 4 mM + Kan,B5,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.084,Methoxybenzoate 4 mM + Kan,C4,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.063,Methoxybenzoate 4 mM + Kan,C9,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.079,Methoxybenzoate 4 mM + Kan,D4,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.069,Methoxybenzoate 4 mM + Kan,D5,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.081,Methoxybenzoate 4 mM + Kan,D9,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.078,Methoxybenzoate 4 mM + Kan,D10,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.078,Methoxybenzoate 4 mM + Kan,E4,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.079,Methoxybenzoate 4 mM + Kan,E9,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,0,0.071,Methoxybenzoate 4 mM + Kan,F4,0.0384444444444444,2026-04-18 13:49:49.867171
exp2,9,1,0.133,Methoxybenzoate 4 mM + Kan,B4,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.134,Methoxybenzoate 4 mM + Kan,B5,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.15,Methoxybenzoate 4 mM + Kan,C4,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.111,Methoxybenzoate 4 mM + Kan,C9,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.167,Methoxybenzoate 4 mM + Kan,D4,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.123,Methoxybenzoate 4 mM + Kan,D5,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.158,Methoxybenzoate 4 mM + Kan,D9,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.135,Methoxybenzoate 4 mM + Kan,D10,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.145,Methoxybenzoate 4 mM + Kan,E4,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.116,Methoxybenzoate 4 mM + Kan,E9,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,1,0.145,Methoxybenzoate 4 mM + Kan,F4,0.0391944444444444,2026-04-18 15:59:12.768596
exp2,9,2,0.191,Methoxybenzoate 4 mM + Kan,B4,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.193,Methoxybenzoate 4 mM + Kan,B5,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.185,Methoxybenzoate 4 mM + Kan,C4,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.175,Methoxybenzoate 4 mM + Kan,C9,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.224,Methoxybenzoate 4 mM + Kan,D4,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.168,Methoxybenzoate 4 mM + Kan,D5,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.23,Methoxybenzoate 4 mM + Kan,D9,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.173,Methoxybenzoate 4 mM + Kan,D10,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.196,Methoxybenzoate 4 mM + Kan,E4,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.138,Methoxybenzoate 4 mM + Kan,E9,0.0385,2026-04-18 18:08:30.486273
exp2,9,2,0.191,Methoxybenzoate 4 mM + Kan,F4,0.0385,2026-04-18 18:08:30.486273
exp2,9,3,0.223,Methoxybenzoate 4 mM + Kan,B4,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.22,Methoxybenzoate 4 mM + Kan,B5,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.206,Methoxybenzoate 4 mM + Kan,C4,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.204,Methoxybenzoate 4 mM + Kan,C9,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.278,Methoxybenzoate 4 mM + Kan,D4,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.19,Methoxybenzoate 4 mM + Kan,D5,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.289,Methoxybenzoate 4 mM + Kan,D9,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.189,Methoxybenzoate 4 mM + Kan,D10,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.221,Methoxybenzoate 4 mM + Kan,E4,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.143,Methoxybenzoate 4 mM + Kan,E9,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,3,0.223,Methoxybenzoate 4 mM + Kan,F4,0.0383888888888888,2026-04-18 20:17:50.527728
exp2,9,4,0.259,Methoxybenzoate 4 mM + Kan,B4,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.253,Methoxybenzoate 4 mM + Kan,B5,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.218,Methoxybenzoate 4 mM + Kan,C4,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.236,Methoxybenzoate 4 mM + Kan,C9,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.34,Methoxybenzoate 4 mM + Kan,D4,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.213,Methoxybenzoate 4 mM + Kan,D5,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.343,Methoxybenzoate 4 mM + Kan,D9,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.201,Methoxybenzoate 4 mM + Kan,D10,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.244,Methoxybenzoate 4 mM + Kan,E4,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.146,Methoxybenzoate 4 mM + Kan,E9,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,4,0.264,Methoxybenzoate 4 mM + Kan,F4,0.0370277777777777,2026-04-18 22:27:11.175615
exp2,9,5,0.31,Methoxybenzoate 4 mM + Kan,B4,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.296,Methoxybenzoate 4 mM + Kan,B5,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.236,Methoxybenzoate 4 mM + Kan,C4,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.285,Methoxybenzoate 4 mM + Kan,C9,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.412,Methoxybenzoate 4 mM + Kan,D4,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.252,Methoxybenzoate 4 mM + Kan,D5,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.405,Methoxybenzoate 4 mM + Kan,D9,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.212,Methoxybenzoate 4 mM + Kan,D10,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.289,Methoxybenzoate 4 mM + Kan,E4,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.161,Methoxybenzoate 4 mM + Kan,E9,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,5,0.322,Methoxybenzoate 4 mM + Kan,F4,0.0384444444444444,2026-04-19 00:36:33.440350
exp2,9,6,0.362,Methoxybenzoate 4 mM + Kan,B4,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.351,Methoxybenzoate 4 mM + Kan,B5,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.248,Methoxybenzoate 4 mM + Kan,C4,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.341,Methoxybenzoate 4 mM + Kan,C9,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.432,Methoxybenzoate 4 mM + Kan,D4,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.293,Methoxybenzoate 4 mM + Kan,D5,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.415,Methoxybenzoate 4 mM + Kan,D9,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.221,Methoxybenzoate 4 mM + Kan,D10,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.343,Methoxybenzoate 4 mM + Kan,E4,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.169,Methoxybenzoate 4 mM + Kan,E9,0.038,2026-04-19 02:45:45.077972
exp2,9,6,0.378,Methoxybenzoate 4 mM + Kan,F4,0.038,2026-04-19 02:45:45.077972
exp2,9,7,0.416,Methoxybenzoate 4 mM + Kan,B4,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.412,Methoxybenzoate 4 mM + Kan,B5,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.271,Methoxybenzoate 4 mM + Kan,C4,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.403,Methoxybenzoate 4 mM + Kan,C9,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.444,Methoxybenzoate 4 mM + Kan,D4,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.346,Methoxybenzoate 4 mM + Kan,D5,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.424,Methoxybenzoate 4 mM + Kan,D9,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.237,Methoxybenzoate 4 mM + Kan,D10,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.405,Methoxybenzoate 4 mM + Kan,E4,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.181,Methoxybenzoate 4 mM + Kan,E9,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,7,0.439,Methoxybenzoate 4 mM + Kan,F4,0.0377777777777777,2026-04-19 04:55:14.521194
exp2,9,8,0.416,Methoxybenzoate 4 mM + Kan,B4,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.43,Methoxybenzoate 4 mM + Kan,B5,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.304,Methoxybenzoate 4 mM + Kan,C4,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.419,Methoxybenzoate 4 mM + Kan,C9,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.444,Methoxybenzoate 4 mM + Kan,D4,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.402,Methoxybenzoate 4 mM + Kan,D5,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.423,Methoxybenzoate 4 mM + Kan,D9,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.254,Methoxybenzoate 4 mM + Kan,D10,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.438,Methoxybenzoate 4 mM + Kan,E4,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.193,Methoxybenzoate 4 mM + Kan,E9,0.039,2026-04-19 07:09:19.666429
exp2,9,8,0.441,Methoxybenzoate 4 mM + Kan,F4,0.039,2026-04-19 07:09:19.666429
exp2,9,9,0.42,Methoxybenzoate 4 mM + Kan,B4,0.0374444444444444,2026-04-19 09:18:46.147499
